timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-06-28T12:05:34,codecarbon,c34f6c4d-8532-472c-92cb-eb5fafb4c73e,1302.9407887458801,0.012346591426090573,9.47594206331858e-06,42.5,91.24795122307985,23.450780868530273,0.015381930103070209,0.032917547445130424,0.008486824785926413,0.056786302334127056,Spain,ESP,galicia,,,Linux-6.5.0-27-generic-x86_64-with-glibc2.35,3.12.4,2.5.0,20,12th Gen Intel(R) Core(TM) i7-12700K,1,1 x NVIDIA GeForce RTX 3090 Ti,-8.3689,43.3199,62.53541564941406,machine,N,1.0
