timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-06-26T23:02:31,codecarbon,25d3ade7-9a7f-4c0e-8b1c-0282e5d0fb37,2248.0802750587463,0.00023373493061641564,1.0397090050990627e-07,42.5,92.66448176301745,23.450780868530273,0.026539815698564038,0.05713998848973034,0.014643053570998488,0.09832285775929286,Canada,CAN,quebec,,,Linux-6.5.0-27-generic-x86_64-with-glibc2.35,3.12.4,2.5.0,20,12th Gen Intel(R) Core(TM) i7-12700K,1,1 x NVIDIA GeForce RTX 3090 Ti,-71.2,46.8,62.53541564941406,machine,N,1.0
